id,description,severity
55023,click on tab crashes mozilla,critical
110382,clicking on file: link in html doesn't do anything,normal
588410,make install doesn't work with omnijar,normal
434850,# symbol in folder names crash tb,major
470456,cannot watch video on reuters,normal
262665,reload fails to reflect changes in selected attribute in select/option form inputs,minor
477530,setbasevaluestring on nssvgviewbox and nssvgpreserveaspectratio do not notify element of change,normal
10069,link does not work after maximize + unnecessary repaint,major
451313,do not search bio technology,normal
695947,"intermittent test_webgl_conformance_test_suite.html | test failed, ""successfullyparsed should be true. threw exception referenceerror: successfullyparsed is not defined"" (url: conformance/glsl/variables/gl-fragcoord.html and gl-frontfacing.html)",normal
534557,"bookmarks toolbar not showing bookmarks, not allowing drag-n-drop, linking to urls other than bookmarked site",normal
561482,switching tabs in a popup with a readonly locationbar doesn't update the locationbar (spoofing),normal
314534,"if http is selected under #ftp folder, .htaccess control is bypassed",normal
532021,when xul tree item is collapsed/expanded then ay mutation events aren't fired properly,normal
51922,does't render page correctly ,normal
592009,appendprintf truncates output to  ascii characters,normal
427377,no back-button at all,major
71055,nsifilechannel needs to be in its own idl file.,normal
354366,"navigator.registercontenthandler uri param must contain ""%s""",normal
727873,"nightly rejecting ssl certs for bugzilla/google, etc",normal
555784,not show the tag 'sender',normal
619660,no start after umdate,major
410902,some characters are mangled in diff and interdiff modes when viewing attachment,normal
119039,sharedemptybufferhandle bad for threadsafety,normal
634356,browsing stop for about  seconds,critical
779704,cleanup linker cruft for freebsd from configure,normal
86810,build  doesn't display cached pages for groups.yahoo.com,normal
320514,"counter values are not stored, if increment done in :before.",normal
358339,"[trunk] mail and / or news message header display is broken, too small.",normal
304832,<strike> lines do not change color when highlighted,normal
240642,"link => save dialog accelerator key for save should be (s), not (k)",normal
33400,java script buttons don't work.,blocker
735149,text in <marquee> gets hidden behind div when inflated,normal
38828,"security issues with window.defaultstatus
          security issues with window.defaultstatus",normal
485753,-p switch to start profile manager doesn't work on thunderbird,minor
271840,"when apache return http header ""content-type:	text/css; charset=win-"" css don't locking good",normal
775574,problem with firefox  on youtube,normal
558305,unable to load/start-up firefox after update installation,major
811632,using a method which accepts a web idl callback type on a native object implemented in a namespace breaks the build,normal
729539,title attributes not showing in developer tools sidebar,normal
684302,quick filter read icon different from read column icon,normal
476146,missing capture in spidermonkey regexp engine,normal
97182,autoconfig is created twice as part of netscape.cfg reading,major
721335,"datatransfer.dropeffect is always indicates ""none"" on dragend after dropped into a customtreeview",normal
758110,zombie compartment: text link extension,normal
332497,slow down when selecting japanese text,normal
814900,byte order mark/bom in big-endian xml-files causes fatal error in firefox  & ,normal
231627,mozilla . works but mozilla . fails to startup after blackdown java plugin is linked,normal
229578,"javascript's ""document.images[i].complete == true"" always reports pics as completely loaded, even if they are not...",major
119677,wrong scrollbar behaviour ,major
150814,mozilla won't start,blocker
248318,javascript error with http/https uris in frames,normal
300726,mouse shortcut with wheel is broken,normal
605905,[qac generated] invisible tab - panorama,normal
357567,messages disappear when grouped on spam arrival,normal
472809,[meta] ay mutation events,normal
169105,png's with under  colors do not display correctly.,major
321978,"after thunderbird starts, at bottom left, it indicates ""building summary file for inbox""",normal
280614,congrats helpers,blocker
56051,js menu displays in wrong place and all unfolded,normal
48213,none: see html inserted below,major
32803,http:file.html doesn't resolve correct,normal
355532,open file greyed-out for .svg files,normal
101857,support creating cache entry with no data,normal
405470,forcehandshake should be removed,normal
342388,checksetup.pl error,normal
336569,intentional popup's text wraps to size of amount of icons along status bar,normal
175498,allow shift-click to open new window,minor
609521,browser_bug.js leaves alert windows open on windows,normal
402288,ff refuses to follow redirects via pragma refresh,normal
777926,"default bookmark title for error pages is ""problem loading page""",minor
119434,checksetup.pl list enhancements since last run,normal
416033,"after downloading avanquest software, firefox crashes on opening. an error message identifies ""searchshield.dl"" as the problem.",critical
8655,problems with interlaced gif's,normal
92444,note all blocked cookie/image sites get deleted,normal
758904,"the new version prohibits the editing of the foxtab add-on, which i use as my homepage & find most appealing.",normal
597951,"startup crash  [@ morkcursor::isopenmdbobject(nsimdbenv*, unsigned char*) ]",major
364352,can not navigate through dhtml tree view.,normal
770480,"when i open a new tab,  boxes are displayed on the screen which are suppose to show the previously opened websites. but the boxes only dislays the name of the websites opened no screenshot of the websites are dislayed in the boxes.",normal
246770,hyperlinks is not ui grabble in gok,normal
92217,[reflow] text doesn't rewrap after becoming small enough to wrap,minor
751749,cannot configure keyboard shortcuts to use meta modifier instead of alt,normal
23975,sched: xptoolkit m tasks,normal
773347,hide the less useful gcli commands,normal
774943,"session restore puts ""+"" button in the wrong spot and hides first tab",normal
347778,moveto no longer creates directories when needed for mac os x - (fallout from bug ),normal
292588,shutdown crash !sxpconnect [@ nsscriptsecuritymanager::checkobjectaccess],critical
24550,file-open_new_web_folder mixes background in window,normal
724245,crash in nsxblprotoimplanonymousmethod::execute @ js_allocflatclosure,critical
287688,"""bookmarks"" item has inconsistent text layout during customizing",normal
349360,"in manage bookmarks>file>import>file, attempt to import bookmarkbackup file results in a microsoft redirect url as follows: http://www.microsoft.com/windows/default.mspx",major
522424,will not keep saved passwords when closed and reopened quickly.,normal
649266,certificate window is broken with long text labels,normal
553931,automatic update of .. results in non functional thunderbird after restart,critical
645655,unable to login in to email,major
198968,radio button on show_cgi page cannot be unselected,normal
724442,zoom out breaks alignment of spry content slides,normal
118327,appendchild() throws exception,major
362757,euro currency symbol not displayed in web pages and web forms.,normal
467589,custom nav-bar settings ignored,normal
258897,"""inbox"" folder in local folders can not be localised - hardcoded in english",major
83900,auto-advances too soon in fixed-length form entries,normal
825329,properly get the playbackrate from the audioclock.,normal
33387,looooong delay when loading this site,normal
324828,nshtmlformelement::resolvename and various form.elements stuff should flush,normal
325933,intermitent crashing...,critical
691925,replace calls to content.focus with calls to gbrowser.selectedbrowser.focus(),normal
31928,tables with cells including transparent gifs are rendered incorrectly,normal
267424,frequent profile corruption,normal
349049,subscribe to feed cancel confirmation dialog (sheet) comes up after parent window closed,normal
729692,create a getcomputedstyle() method that reveals :visited styles.,normal
330995,double-clicking items in bookmarks menu in the places window can't spawn a new browser window when there are no browser windows opened,normal
561965,"une erreur est survenue lors de l'envoi du courrier : le serveur de courrier a envoyé un message d'accueil incorrect :  cannot connect to smtp server ... (...:), connect error .",normal
237357,crash with html labels with moz-user-focus: normal who are cross-referencing each other.,normal
58404,javascript: urls that open new windows case strange behaviour,major
676636,[optional_argc] should consider not consider 'undefined' arguments as specified,normal
541684,firefox forgets settings,normal
262940,frequent crashes while closing browser,normal
750869,support webrtc for android in our build system,normal
454283,###!!! assertion: flush() failed: 'ns_succeeded(rv),normal
813624,hang when confirm opened while re-sizing window,normal
154147,will not convert netscape profiles,normal
116170,crash on ftp://ftp.dict.org/,critical
504987,large table rendering hangs firefox ./..,critical
35781,"sometimes url entry bar hangs, cannot enter new urls, urls are out of date",major
166780,printing to file doesnt work,normal
320244,"firefox browser initializes to a mcdonald's site, regardless of what is in the preferences for start page.",major
20493,[trees] lazily created tree row groups and rows need initial reflow,normal
445044,no sound after several usages,major
424387,getboundingclientrect / getclientrects don't return integers,normal
432409,"folder drop down in bookmark contextual dialog doesn't use special icons (bookmarks toolbar, bookmarks menu, unsorted bookmarks)",normal
203853,numbered lists get extra <br> inserted after <li> when using text decoration.,normal
48094,cannot find url (modem issue),minor
339217,insert should generate new id for xsd:id nodes,normal
403771,patch to fix mingw build failure in nswindowsshellservice.cpp needs approval.,normal
155473,"with no flash on os x, reloading this test page closes browser",critical
155616,group_bit vs. bit,blocker
326628,dialog for pkcs.deletemodule is too jargony,normal
188615,"browser does not show parts of a frame, or behaves incorrectly",normal
613595,speed up getelementsbytagname cache hits,normal
315219,right-click on data pulls up both normal menu and java-based information window.,normal
554450,when a unicode character can not be found the unicode number for it should be shown,normal
585489,pages are loaded without the css file even after refresh,normal
824563,[marketplace] can't go back to last page when logging persona,normal
281308,renaming pop server may rename account-name,minor
320655,history view changes should change sorting,normal
538467,"valgrind: ""invalid read of size "" near xgetatomname(), below nsgtkremoteservice::startup",normal
243423,it is not possible to search (ctrl+f) in textboxes,normal
349909,return value of gettextatoffset is non-deterministic,normal
77300,assertion: unable to use nl_langinfo(codeset): '',normal
11433,crash: debug | xptoolkit | tree,critical
257176,modifications on the file nptypes.h are needed to build mozilla/modules/plugin folder under beos,normal
271217,mozilla firefox removes one quotationmark from the source,minor
576169,use fill() instead of clip() for image painting in canvas,normal
656534,"when tasks or calendar tab is open in lightning, composing an email & closing its tab doesn't send you back to inbox",normal
27985,no directory listing on ftp://ftp.sunet.se,normal
204574,add states supports in accessibility/atk,normal
251259,"cannot login to ebay.de, amazon partner net",normal
587103,jstypedarray.cpp fails to compile under aix/xlc due to template/static inline scoping,major
276078,can't get saving window back,normal
718580,crash nsexternalapphandler::openwithapplication,normal
75041,delay loading charset dlls at startup,normal
696444,unresponsive script adding spotify to facebook freezes firefox,normal
633175,images don't always load on secondary search results page,normal
823029,[connection screen] do something with the tab once toolbox is open,normal
17349,apprunner crashes upon startup,normal
171581,implement toolbar search/find in page,normal
627231,inconsistent character encoding in different tabs when one of the tabs has been window.open'ed.,normal
621844,firefox locks up when typing site address then crashes repeatedly,critical
463827,choosing 'close tab' from context menu of last tab closes browser,minor
97238,switch xpidl from nsareadablestring to const nsastring,normal
259631,favicon of some common websites are not displayed,normal
215197,plugin configuration ui shows plugins that don't exist,normal
767479,crash in ns_stackwalk,normal
442662,i can't open firefox  anytime.,critical
580015,switch to tab should be smarter about switching to the current tab,normal
673296,origin handling in eventsource is bogus,normal
578245,jm: port method jit to x,normal
289407,courier-imap: new mail headers of sub-folder are not displayed after checking for new mail,major
86840,no flash game at http://quiz.spray.se,normal
321200,ignores all settings at startup; extensions settings are also ignored,normal
195401,page-break-after: avoid (css) does not work when page is printed,normal
317935,"please do not hesitate to contact me.

thanks < -----

skypilot ©",normal
46623,table created with composer .x doesn't lay out right,normal
371135,oom crash [ @ gfximagesurface::gfximagesurface ],major
508854,recently archived or filed saved search,normal
205629,keys do not work at all,normal
608472,bugzilla .. and redirection problems options,major
750249,intermittent docshell/test/test_bug.html | test timed out.,normal
334475,[trunk] blank display on gmail,major
661962,"gcc . warning: ""nsiniparser.cpp::: warning: variable ‘rv’ set but not used""",normal
164745,find in this page is disabled on certain web pages,normal
331594,testcase for bug  has regressed again,normal
11269,translate button doesn't go back up.,normal
756893,test bug tracker,critical
785620,bg ril: datacall.dns is null,normal
470981,firefox crashes if the second time i try to print in a session,major
450703,.rc:  duplicate key name 'fielddefs_name_idx' during installation,normal
433584,move build/pgo/automation.py.in to build/,normal
773063,"if drag & drop a tab out firefox to generate a new window, drag & dropped tab disappears in the tab bar of the new window.",normal
505519,optimize row iteration in calcunpaginagedheight,normal
275541,ctrl-t doesnt work while mouse is over a flash object,normal
156768,[meta] buffy deliverables,normal
3290,"button element retains visual focus after press, change of focus",normal
100289,missing referer in http header,normal
795353,firefox froze after saving an image to disk,normal
612634,when script crashes and stopped tabs cannot be closed,normal
63592,incomplete html-entities are translated; also in urls,normal
373947,firefox doesn't support exec with args and is using deprecated gnomevfsmimeapplication interface and,major
230461,"unwanted folders (sent, templates, drafts) should not be created again",normal
806485,test-unexpected-fail | runtest.py | exited with code  during test run process-crash | bloattests | application crashed (minidump found),normal
364657,js_get/setproperty()'s sprop local not gc safe.,normal
516623,jsnum.cpp:: warning: integer overflow in expression,normal
753874,"ff does not import ff. cookies, and sqlite .. cannot read ff cookies.sqlite",normal
718072,weakmaps constructor doesn't always get initialized on the global object,normal
542997,menu bar auto-hide stops the use of icon(s) placed on the menu bar,normal
442331,makefile.ref creates a c-incompatible spidermonkey lib,normal
414718,bookmark dragging doesn't order as it should.,normal
472126,label does not act as an inlinish thing,normal
42907,scrollbars display in the middle of the page,normal
367599,session is forgotten if download manager is open when browser is closed and started,normal
777310,crash in arena_dalloc [@ arena_dalloc | __wrap_free | moz_free | accevent::~accevent],critical
524988,cannot view mail message when i use search message,major
302594,can't drag xpis to firefox's dock icon,normal
82826,reported imagemap coords wrong if middle-clicked,normal
371641,"""images"" search button doesn't work",minor
279506,document new options window,major
315399,image is not displayed in svg file in some circumstances,normal
220072,a lot of text is invisible,normal
624119,"selected text starting as ""chrome://"" should be treated as a url.",minor
734016,navigator.mozapps.install on success handler,normal
545416,auto-complete not based on usage,normal
622056,avira virus warning on attempting download of latest . thunderbird,normal
516275,error in details is returned on .. & . on wk .. no problem with ie or winxp,normal
503660,firefox not support in ajax,major
763242,fix freetype detection on non x linux builds,normal
435885,entrycompletion popup not working properly,normal
581673,saving web pages or files with wrong date,normal
347639,dynamically created flash with application/octet-stream show up as plugin placeholder,normal
249362,"following message on startup or attempt to access any url ""the connection was refused when attempting to contact <***name of site***>""",major
398036,add file in use install support,normal
447642,"get rid of --disable-mochitest, replace moz_mochitest with enable_tests",normal
234057,external style sheet not loading when internal styles present on published strict html . page that loads and renders fine locally. css file is in the same folder as the page and the style sheet link is relative.,major
804912,"intermittent test_protocolproxyservice.js | test failed (with xpcshell return code: ), | ... != ... - see following stack",normal
418453,"column headers do not sort, but infinate loop on onclick",normal
25077,page does not fully load on the first try (charset dectector problem?),normal
289880,site history in address box does not appear when clicking down arrow,minor
784437,"in windows  x, thunderbird , selecting view > folders > unified is ignored, defaults to all",normal
742561,ionmonkey: inline allocation for jsop_newobject.,normal
684350,"browser displays ""scanning for viruses"" message even though no antivirus is installed on the machine.",normal
580821,search doesn't include alt text that is displayed,normal
242571,eliminate dist\thunderbird packaging step,normal
670915,make package fails for leak test builds for windows -bit builds,critical
316107,page with flash incorrectly shown,normal
619760,"in windows xp, select compatibility mode, select windows  for firefox ... then the program closes firefox and there is a critical error.",critical
41957,[tracker] page renders incorrectly,normal
196861,strikethrough tag tests does not print the expected result,normal
451945,rationalresponders.com crashes ff ... (win) & ff .. (linux),normal
73727,keyboard focus on location bar w/o window manager running,normal
380389,not able to send email after restart,normal
507095,it's easy hanging the desktop if there are orca screen reader and firefox.. running together.,critical
313325,"just migrated from oe : the progress box says something like ""importing the following items"" - but there is no following text!",normal
7452,find and rfind does not work if aignorecase is pr_true,blocker
718141,"friends are sending emails with ""emoticons"" in them. thunderbird already be able to handle them and display them.",normal
4269,relative urls do not work in nswebshell::loadurl(),normal
661622,"confusing button in attachment checker when ""send later"" is chosen.",normal
368227,nsvoidarray.h doesnt need to include nsstringglue.h,normal
638631,browser crashes on corrupt jpeg & png,critical
402828,alternative smtp server is not tried if the default refuses the send request,normal
239567,unable to delete certificate authorities.,normal
724862,implement protocol support for modifying the values of a debuggee object's properties,normal
489450,implement -silent command line flag for thunderbird,normal
175842,incorrect window handle for events related to a new document being ready,normal
425182,ok button in alert() dialogbox is not visible for long strings,normal
78345,<br> after </li> but before </ol> should still belong to <li> tag,minor
670104,a modified searchplugin xml file does not get updated immediately after restarting nightly,normal
802066,page not found,normal
538060,nanojit: improve -bit loads and stores in the x back-end,normal
638694,alert dialogs are transparent in latest nightly,major
216659,bookmark  schedule doesn't warn if a page changed,major
234359,-remote does not work,major
253218,a number of problems when a disabled textarea is interfaced via the dom,normal
681387,caretpositionfrompoint seems to return different offset as what the selection offset is,normal
655580,firefox box-shadow css property doesn't behave the same as chrome and opera.,normal
35023,double-click select doesn't select by words,minor
703178,build warnings in security/manager/ssl/src/ [-wunused-but-set-variable],normal
607285,property page is showing black block,normal
673171,"in js::interpret, check_interrupt_handler must be called when the value of 'script' changes",normal
565841,optimize js_concatstrings() when building large strings from small pieces,normal
784004,don't include layers.h everywhere part ,normal
184697,crash on xml that uses a namespace that's not declared,normal
302553,"enabled ""cookie warning"" option on pref bar does not stick window-to-window or session-to-sesson",normal
608956,enabling methodjit in chrome regresses ts and tshutdown,normal
417423,"firefox crashes on restart after installation of google gears ext. after recent firefox update, gears appears to be installed but does not work.",normal
785094,"""assertion failure: ptrdiff_t(column) + colspan >= ,""",critical
60152,cursor missing after pressing the spacebar in composer,normal
40763,"""overscrolling"" when selecting text down to bottom with mouse",normal
65747,"<input type=""image""> works only if the image can be loaded",normal
43732,layout of page changes with each character entered,normal
67514,occasional space bar and arrow key anomalies in form widgets,normal
662822,clarify behavior when evaluateinframe introduces new variables,normal
480325,usability: awesomebar should not remember links that led to a ,minor
370244,fullscreen on linux always put browser on main screen,normal
435551,hidden iframe is not recognized,normal
90529,crash on this url after making selection from the drop-down list and going back ,normal
2294,[pp] crash loading any url,normal
153154,does not handle flash - produce method not implemented message,major
542203,"ff crashes when using google search and ""escaeping"" search entry",critical
33490,[trk] (dom core) domexception,normal
445961,allign center problem with ctrl+tab plugin and multi monitor setup,normal
323535,customizing 'text' does not work properly in all cases,normal
391050,clipboard access for a webpage,major
43741,"document.open() overwrites in mozilla, inserts in ns and ie",normal
470667,memory release failure,minor
22467,mozilla freezes on slashdot's read more,critical
726110,incorrect screenx and screeny coordinates for contextmenu events in some cases,normal
279618,bookmarks truncated when windows xp does disk repair,critical
407611,"bookmarks created as children of the ""all bookmarks"" folder do not appear in the ""recently bookmarked"" query",normal
506921,pdf printer does not retain text attributes,major
504092,changing font size of :first-letter psuedo-selector changes width of display: inline-block element,minor
536947,"""open link in new window"" not working",major
821017,firefox not overriding page fonts for certain sites,normal
505513,"changing from firefox . to ., some pages don't work",critical
116880,middle dot character is not displayed in shift_jis,normal
370926,incorrect mail sent when unsetting requestee on review request,normal
248232,winstripe theme incorrectly positions single tab,normal
381153,crash [@ nssliderframe::setcurrentpositioninternal],normal
8271,change replace & delete file list to use unique keys,normal
761256,disable mac ay in aurora ,normal
39426,the spellchecker is not being recognized as present (missing),normal
377837,"to, cc, sender, from, reply-to often have no value or name in msaa",normal
544017,compile errors when debug_ay is defined.,normal
740595,"""assertion failure: [infer failure] missing type pushed :""",critical
482798,tabs open in new window randomly if right mouse button is pressed.,minor
429849,"marquee text not on one line , part of this line on top and second bar on bottom",normal
213571,mozilla__a_release tag needed for ..,major
237918,installer build throws javascript error on file->import and import dialog does not function,normal
808863,"notification panels show ""show all *"" but are lacking content (messages/friend requests/updates)",blocker
427352,please promote application/xhtml+xml to first position in the accept: header,normal
412503,release/news announcement for ..,blocker
396803,repainting issues in os x builds with close buttons and scroll bars,normal
505895,page flickers multiple times on page load,normal
78010,implement nsiclipboardhelper,minor
325673,sort-order of search-engines,normal
344563,"fav icons for pages that are images don't always show (can be blank or ""garbage"" until mouse over)",normal
358979,setcaretoffset doesn't return false if it cannot set the caret offset,normal
359636,table width % collapses to minimum after javascript change to display or visibility,minor
451412,walk_tree has missing expressions in cond_expr when using the cfg tree,normal
61516,no document.body,normal
130536,empty password for anonymous ftp does not work.,normal
217305,pkcs # backup fails with danish names containg the letter 'ø',major
294236,going back two sites crashes (fastback enabled) [@ nsdocshell::restorepresentation],critical
478684,test_play.html fails intermittently,normal
682296,"history api throws ns_unexpected-error when used from addons, scratchpad and web console",normal
327989,focus() in input field during onblur or onchange not working,normal
488549,runtime error crash with mp,normal
353726,odd behavior when session restore fires after an extension install,normal
348835,hidden input fields value being changed on submit of a page.,major
389042,drop down number for results list is not remembered,normal
610644,test,normal
359593,"with  or more tabs open, the close tab symbols disappear on all but the active tab",normal
265494,the location bar seems to disappear when you click on certain links.,major
588142,crash in  [@ compilebranch ],critical
616665,freezing in .. with tabs,critical
96797,e-mail me a password,normal
570911,webm (vp) landing broke pymake at running of yasmmasm-as.sh,minor
431024,default size of the search bar in the main window should follow the golden ratio,normal
316636,crash [@ nsrect::nsrect(const nsrect & {...}) line ],major
723518,firefox .a crash [@ nspluginhost::instantiateembeddedplugin ],critical
131957,soap schema calls fail / schema missing from packager.,normal
287395,setting a div innertext improperly interprets text as html,minor
769937,error on close: earlybird has stopped working,normal
427321,"unplug the nic, leave firefox unclosed, after one night, firefox crashes and the virtual memory reaches .g!",critical
767997,personal bookmark toolbar text rendering errors,normal
364708,bookmark import from internet explorer ,major
86126,"page content displayed incorrectly, some missing.",major
569844,end of drag automatically selects tab group,normal
490825,new mail notification loops on one account when multiple accounts have new messages,normal
221785,"need a ""remove""(or ""delete"") in contextmenu on about:config.",normal
23154,no interpretation of font-tags for a-tags in a list,normal
22033,no directory listing on these ftp sites,normal
6518,crash loading xml file,critical
508535,stop private browsing keyboard shortcut stops workin after watching youtube fullscreen video,minor
422068,"all toolbar icons are permanently grayed out, not even a simple refresh is possible",major
297282,"i am unable to open a ""browse file"" button using javascript code",normal
30635,crash downloading a file with ftp,major
684527,make sure that new gc things are not allocated from finalizers.,normal
472923,bookmark contextual dialog is persisting after dismissal,normal
460476,including or excluding an email address in get mail,minor
411021,thunderbird doesn't use the displayname attribute with ldap addressbooks.,normal
362224,ship pending locales for firefox ...,normal
169834,textmode buttons need hover/active state,normal
49265,font paragraph pull down does not reflect current section after a heading,normal
356413,<grid> should not give itself a max-width of zero in this case,normal
298026,"tipbar extension installs just fine, but then causes !doctype overlay system ""chrome... bug",major
805694,"attempts to use the parent side of an ipc channel to obtain an app id, private browsing status, will fail after onstoprequest",normal
559764,"make <input type=""range""> accessible",normal
468829,certain pages don't show a vertical scrollbar after resizing under a certain width,normal
194329,crash in sinkcontext::addcomment,critical
293661,problems migrating from trunk build back to .. candidate,normal
103086,xsl:sort 'ing null,normal
77366,"mozilla doesn't print text in <input type=""text"">-fields",minor
404430,mozilla gets hanged,normal
527646,tree/test_menu.xul fails on linux,normal
403270,"""warning: invalid font"" with &#;",minor
491316,rfe allow users that can add keywords to bugs to be able to enter them at bug creation,normal
583700,"""setattribute is not a function"" error in javascript",normal
247661,get mail button don't work,normal
366877,generated microsummaries updated against page loaded into tab even if page is stale,normal
748864,"""new mail"" tray icon does not automatically disappear when all messages are read",normal
194397,hotspots in a picture (defined by dreamweaver) not recognized,normal
133274,[freetype] sometime hard to distinguish bold and normal fonts,normal
418700,can't delete a smart bookmark from right click context menu,normal
354441,pkcs# api c_finalize()/c_closeallsessions() are not called upon quitting from seamonkey browser.,normal
19188,should be able to move windows off top of screen,normal
519958,glodafacetview date display in / ln error,normal
460655,##!!! assertion: opener must support weak references!: 'mopener',normal
523359,"clicking ""use current page"" to set the home page should set ""show my home page (when firefox starts)""",normal
83511,atomkey wastes time refcounting atoms,major
358585,spell checker in designmode is flaky,normal
359559,"fierfox thinks webpage is ""application/octet-stream,"" wants to save it",normal
425458,made treehydra and dehydra make use of js prototypes,normal
363219,"redefined indexof exposes scrollbar objects to script, can cause dos or maybe worse",critical
421991,places organizer (library) calendar should specify foreground color,normal
278696,dosent work firefox browser,critical
440657,pressing alt while plugin focused causes weird behaviour,normal
678484,xpt output with a python version regressions,minor
323034,[opensolaris] there is no option in firefox to use system proxy settings,minor
564337,make window.showmodaldialog tab-modal,normal
494035,loading ogg file causes browser to grow memory footprint to several gig,normal
254846,"file - print preview, when press key f to reload, window preview not close, bottom close not good.",critical
28068,every caret blink creates a new graphics context,normal
624407,new tab opens even after closing the tabgroup,normal
261945,browser.tabs.opentabfor.windowopen doesn't work and alot other browser. problem,normal
228648,immediate crash on startup on windows ( nightly),critical
24259,_xpidlgen dirs not (necessarily?) removed in cleansrcdir step,normal
737029,wifi: use domrequesthelper.jsm in domwifimanager.js,normal
614356,default to next action hint for form inputs,normal
3825,caret does not draw immediately on mouse click,normal
300297,transparent dependent xul window opened from chrome causes browser window to be redraw as transparent window in deer park,normal
56154,"nspluginsdir{win,unix} must use nsifile instead of nsfilespec",normal
562152,remove typedef linsp,normal
356719,positioning java-menu is not consequent,normal
760226,remove unneeded eglcontext creation in glcontroller.java,normal
428519,back button icon disappear when activated (on new profile),minor
520159,when trying to reply from the full-text search result messages i got an error message,normal
237244,"""try again"" on xul error pages does not repost form data",normal
818685,can't build under ms vc with bug ,blocker
282056,"when clicking on inbox,  thunderbird stalls, hard disk light is flashing. it goes on for about minute, then finally messages are displayed",critical
76039,getelementbyid returns null when document loaded by nsidomparser,normal
173166,vrowser crashes after closing with 'x' while viewing cult d content,normal
371900,xul <key> handling doesn't fire a command event if @oncommand is missed,normal
7977,the background image appears and disappears...,normal
233198,"when junk mail is moved by other than thunderbird, thunderbird forgets it's junk",minor
180023,columns reordered in trees,normal
135059,allow contentstateschanged() to work without necessarily creating a frame,normal
301260,xmlserializer gives inaccurate results,normal
378942,restore ability to pass in a url at the command line and have it load in the start page,normal
35657,collapse grippies showing up in odd places,normal
800684,rasterimage's destructor seems to be very expensive,normal
24286,browser doesn't entirely repaint,normal
116468,border in default background color around page content,normal
604772,tab dragging off the visible part of the tabstrip works only if your mouse is over the scroll arrow; drop indicator gets in the way,normal
171735,bad icons,normal
310679,popup windows is not blocked but firefox tells the opposite,normal
215640,url not printed for web page after printing email or news message,normal
63323,nsdocshelltreeowner::onsecuritychange isn't implemented,normal
94895,flash movie is constantly stopped and restarted,normal
387991,sending form data broken,normal
743071,ionmonkey: crash [@ js::types::typeset::baseflags],major
43280,no plugin downloader plugin!,minor
463445,nsprivatebrowsingservice.removedatafromdomain might throw if the user cancels the master password prompt,normal
156469,page up/down conflicts with cursor up/down,minor
485988,tm: abort/bail on objects shared across threads,normal
87814,browser crashes when doesn't have appropriate permissions for /dev/dsp,critical
368222,crash when loading a specific java applet.,normal
627942,"xmlhttprequest::setrequestheader(""user-agent"", ...) fails to override internal firefox user-agent string",major
591651,csshtmltree should avoid hacking innerhtml,normal
428794,doesn't start,critical
168513,enigmail crashing the browser [@ nshttpconnection::~nshttpconnection],critical
614918,"on solaris , /bin/sh doesn't understand ""export ldap_component=mozldap""",normal
724345,start menu appears on closing ctrl tab panel with the escape key,normal
20781,[dogfood]text fields paste twice,major
110766,hebrew implicit coding (logical - iso--i) is not shown correctly ,major
634551,cocoa's progress bar widget shouldn't have a max size,normal
780145,archivereader doesn't unzip large files,normal
180833,pending attachment flag migration not working,normal
450028,clicking/activating first two tab widgets in a tab menu by turns makes rightmost tab border jump,minor
550725,firefox becomes unresponsive with requestpolicy enabled on a certain page,major
304391,improve xmlhttp logging for warnings,minor
681171,intermittent indexeddb/test/browser_forgetthissite.js | application timed out after  seconds with no output,normal
623234,[winnt .] mochitests-: test_selection_underline.html outputs  over-long log line,minor
130432,all mozilla windows appear in same virtual desktop when using goscreen,normal
718809,getboundingclientrect returns incorrect results for certain d transforms,minor
470795,"tm: correctness bug due to tracing inside ""with"" and shadowing after trace is recorded",normal
293802,"exception... ""component returned failure code: x (ns_error_file_name_too_long)",normal
312278,access of gc-ed object in array.prototype.tosource,major
43811,table jolts and moves when form button pressed and with dynamic javascript,normal
270574,displays html,normal
77950,form corrupted,critical
41576,mozilla crashes with segmentation fault when menu options are clicked,major
277315,message drag rectangles are positioned wrong,minor
753852,intermittent crash in dom/base/crashtests/-.html | exited with code - during test run [@ blockingresourcebase::checkacquire],normal
790857,fallback to planarycbcrimage if we could not allocate grallocplanarycbcrimage,normal
192659,opening new tab or new browser window creates the same session-id cookie,normal
366940,tools>options>content>file types>manage is completely blank won't allow me to update it,major
487158,update mozilla-.. to pick up nspr ..,normal
765698,"update to firefox freezes, no longer works at all",normal
691885,deleted mail from inbox does not appear in trash,normal
820228,memory leakage in mochitest while firing touch start event without a corresponding touch end event,normal
348401,[rfe] add a 'remove from recent' context menu item for folders in the folder pane,normal
490679,clear recent history dialog refresh follow-up,normal
261715,alt+click sometimes focuses menubar (keyrepeated alt shouldn't trigger menubar focusing behavior),minor
377395,remove .doubleclick.net from network.dns.ipvonlydomains,minor
585163,[dd] test-unexpected-fail | svg/text-scale-.svg,normal
51101,radio button dots don't disappear when unselected,normal
126464,"spellcheck change/change all on mispelled links, loses link(s)",normal
781086,horizontal scrollbar appears when not expected,normal
506590,"go  to ebay, log in (takes several ""try again"". goto my ebay messages - won't ever get there!",normal
684662,js\src\methodjit/methodjit.h() : warning c: 'argument' : truncation from 'js::maybeconstruct' to 'bool',normal
457962,tm: move cmov_available setting into nj backends where appropriate,normal
