id,description
378123,"When I try to enter to Thunderbird, an error message appears"
378140,IMAP folders with '/' are not visible for subscription
378144,Message list is overprinted with duplicate email subjects
378147,Installing thunderbird 2.0 breaks HTML message BODY filtering
378149,"Big files ""disappear"" when moving them from one folder to the other"
378156,Fatal crash when entering anything to Location -field in custom message alert -browser
378158,slovenian spellchecking is not working
378164,automatic update didn't work
378170,Fonts got mixed on mail window messages
378192,"Thunderbird 2.0.0.0 Standard install installer error opening file for writing \r\n\nxpicleanup.exe\r\n\r\nClick Retry to try again,\r\nor Cancel to stop installation."
378193,Wrong Mail-Adress when replying
378195,"background image are not show, when user try reply or forward message"
378198,Upgrade Thunderbird while it is set as the default mail client does not work.
378199,Reply with Template filter action does nothing (autoreply)
378204,Phoenity Theme not working in TB 2.0.0.0
378209,cannot drag and drop address cards to personal lists
378214,Linux nb-NO and nn-NO appear to have the same translation
378220,Extension installer does not function correctly
378232,Changing local folders doesn't move already existing files to new location
378234,"If I hover the mouse over the new mail alert notification, it should NOT disappear"
378235,TAB tabs to hidden search field
378243,sending of password did not succeed. Mail server locallhost responded: Negatives vibes from whayo21@hotmail.com
378252,Back/Forward navigation history is lost after viewing encrypted message w/ Enigmail
378254,Mail marked as read while not read at all
378256,Nightly names on both 1.5 and 2.0 branch should be changed
378259,"when I click on menu-word, a rectangle depresses, but the menu does not drop down"
378268,"Access violation in nsxultooltiplistener.cpp, line 461"
378277,Slovenian spellchecking dictionary does not work
378282,Template file traduction in french (modele) badly referenced
378290,Phishing warning not displaying when clicking site with mismatching domain
378292,Losing folders on startup
378297,everything is going wrong.
378298,Messages are deleted
378299,Duplicate folders magically created in Local Folders
378304,Doesn't clear files on computer
378308,User Interface issue - Ok and Cancel buttons should be swapped
378314,Delete button stops working for each account over time.
378319,Thunderbird removes previously saved username and password when on authentication error.
378321,"Buttons in ""Advance to next folder"" query have the wrong SPC default"
378324,pooshy
378331,Remove some old installer cruft
378348,lost all news in a newsgroup
378349,unread marked newsgroups don't have unread messages
378354,Lost all emails after canceling filter activity that was copying them
378362,hang when reaceive any e-mail
378367,Restart button stays grayed out after installing dictionary
378374,"The ""To"" field asks to be expanded, even when it is only one recipient"
378376,Thunderbird won't uninstall and freezes add/remove
378391,Cannot drag'n'drop entries from an address book to it's own post lists
378405,moving subfolders leaves behind a bogus ghost folder that even fresh installs of Thunderbird show
378412,"Adding a ""Gmail"" account that already was entered manually results in invisible duplicate"
378427,forward and backward buttons do not work when email opened screen wide
378437,Menu-items that have pull-down triangle are misaligned in toolbar in text-only view.
378438,display message-body in the subject-column has once been activated but is now(!!!) deactivated in thunderbird version 3.0a1 (20070419).
378446,Seperate S/MIME from openPGP menu item. Create seperate menu item for S/MIME
378466,Moving multiple mails (20+) by dragging results in 'loss' of messages and requires an index rebuild to fix
378467,Extra bottom pane in Linux version of 2.0.0.0
378478,"Reinstate preference for deleting mail from server ""if moved or deleted""."
378491,Mail received from wrong account
378512,"open draft from advanced search list, then edit draft errors with MsgComposeDraftMessage is not defined"
378516,"Email not deleted from POP server with ""Leave messages on server"" ""Until I delete them"""
378524,can not delete messages from inbox
378533,Remove xmlextras.xpt
378550,"Inproper sorting of grouped mails (old mail on the top, started in TB1.5)"
378565,Mail copy between different imap accounts kills all network connections to the target domain
378584,new mail notification not shown if messages filters enabled to send mails to a local folder
378586,crashes sometimes when closing the window in response to an possibly malformed osevent
378616,All icons as icons for Prevoius/Next buttons
378619,Can't compose mail... Menu option mapped to SHIFT-J and not SHIFT-CMD-J.
378623,"Error when moving emails between Inbox, Drafts, Sent and their subfolders."
378635,Tracking Bug: Bugs to Fix in TB2.0.0.x before offering a major update
378648,Wrong denomination of the thunderbird main folder in c/programs
378658,"context menu ""move to ... again"" is disabled"
378671,Thunderbird goes offline
378708,Losing IMAP-Server connection during night time
378715,message list in vertical view unusable
378724,Saved search folder viewing disables normal folder's threads setting
378727,adding a later before an earlier mail to a new folder breaks threading
378735,Error when copying sent e-mails to sent e-mails folder
378749,Want html disabled in compose window.
378758,Multiple times same attachment downloading leading to very slow message loading
378773,Quotation marks should be ignored when sorting by Recipient in Sent folder
378813,Thunderbird totally unresponsive and using 100% CPU after leaving program idle for a while
378817,"cannot read subject, from, and date information"
378821,Name cards can not be dragged to lists
378838,Data loss : mails with big attachements > 3 Mo loss when moved to a local subfolder
378843,"When running from mailto: links, composer window does not show images or background images"
378850,Open a message to read it an the body appears in blank
378858,compose window sometimes does not recognize mouse-up event when selecting text
378863,Crash if I do reply all when the folders configured with always delete read messages
378864,Thunderbird 2.0 loses mails upon moving to folders
378867,if connection to POP3 server fails once - next time it is successful Thunderbird redownloads ALL the content of Inbox
378884,"mail not visible in inbox, but exists"
378898,Options dialog information cropped
378912,"When I navigate on my messages, the headers appear strange"
378919,"Growl New Message Notification extension, error message for growlnotify"
378938,View Filter can cause infinite loop when trying to filter on tags
378939,iso-8859-1 name + emailaddress is parsed incorrectly
378942,Restore ability to pass in a url at the command line and have it load in the start page
378953,There is a useles button. That is why is it better to remove it.
378960,ERROR:UNDEFINED ENTITY - LINE 158
378980,Date format in Mac didn't represent what I set in system
379000,"The message filter options ""is"" and ""contains"" behave in a similar way"
379009,When adding addresses from contact side bar Bcc: swaps back to To:
379021,mails are not deleted from (local) Drafts folder on sending
379028,cannot download emails
379039,Some random messages not showing in Inbox IMAP folder.
379047,Mailboxes in Eudora 6.x that begin with one or more blanks are NOT imported
379052,Left click on FTP URL in mail body has no effect
379059,lost inbox and setting
379063,filter action tag a message with a label dont works
379072,searching by name causes Thunderbird to crash
379076,Drag and Drop Contacts vs Attachments
379078,"Account tree and messages disappeared, but settings remained"
379086,Added account doesn't show up in account list pane
379108,Impossible to digitally sign a mail
379132,Message pane shows scam warning with no message selected or present
379154,Can't get my e-mail any more.
379156,Column headers do not automatically resize when divider is double clicked
379158,Account Settings not saving account tree collapse state on OK
379168,"won't print reduced scale, only 100% scale to print after changed reduced scale..."
379169,"Not mark as replayed, when I wrote a message and move it into ""Mails to send"""
379175,send unsent messages doesn't work when used during same session as composition
379180,Hitting <Space> skips first unread message
379185,cannot send/save draft of mails with attachments anymore
379195,Takes time to open emails with large attachments when don't need to view attachments
379203,Clean up packaging files
379235,Not wrapping long lines when printing messages
379242,Tools --> Options window opens with vertical size dependent on previous display
379263,Mail Headers on Status Bar
379271,Plaintext Composer: fails to break lines when quoting flowed or HTML text
379282,"Insert image feature only displays lower case jpg, not upper case .JPG files"
379302,Rules don't work on incoming mail
379311,Addresses will not delete or be edited
379331,Refresh of inbox doesn't work
379333,can hardly find mails due to error in marking as bold
379335,Menu System (View > Messages) disappears after clicking on message in Mailbox
379340,Emails are lost by moving them from one folder to another (eg. inbox -> customer)
379346,Print preview stalls from EML or MSG attachment in Tb
379347,"sig_file-rel should eliminate ""../"" in paths"
379350,Extra OOo.org dictionaries should not be able to be selected.
379357,no repainting when I restore using the minimizetotray extension
379359,No scroll bar on the right side of incoming messages
379360,"filter doesn't work correctly, some mails are filtered with a wrong filter rule"
379363,"""new mail notification""-symbol in systray doesn't work correctly with imap and incoming mail filters"
379370,"Message Filters should have ""Junk Mail Status"" option"
379396,Enable Breakpad Support In Thunderbird
379447,"Loss of emails by moving them from one folder to another using drag & drop (sometimes, not always)"
379454,nsIScriptableUnescapeHTML (feeds.xpt) missing in Windows version
379457,Some messages corrupted after being moved
379470,"After cancelling saving a composed message to a file, Save button still saves to file"
379475,Browse for Local Directory in Account Settings is blank
379487,Thunderbird new message notification window is not updating on IMAP
379514,Can't delete messages within main mail folder nor Junk folder
379515,"Importer (Win Eudora, Mail) Importing Windows Eudora mail is too slow"
379531,Crashes during Folder Compact and IMAP folders selected for offline use are unselected
379537,search messages does not search signature file.
379583,Replied emails with an empty subject show 'RE: null' in the new mail popup
379586,pasting of text not enabled at startup
379587,"unable to delete mail, unable to save to draft folder, unalbe to save to sent folder"
379592,this page has javascript errors -- no fresh directory downloaded|installed
379594,"Text attachments have a ""<div ..."" added"
379605,Copy to folder don't work opening external massage.eml
379623,Clicking Delete or Junk does not allways close the message
379626,Incorrect action after check mail as spam
379656,Have to start Thunderbird twice to get mail
379659,Some windows don't close with CMD-W
379670,"Sending message to e group using email address, bounce back to another email account"
379675,drag-n-drop from address card window to any list not allowed
379680,the primary email account's address book replaced the secondary email account's address book
379690,Dragging Attachment from Message Pane in Main Window to Task-bar results in Alert Box that cannot be closed
379694,Message filters operating on selected folder instead of Inbox
379697,RSS Feed folder count to 1 but has lot more messages
379698,Double accesskeys for same preference items
379703,Unable to send mail with attachment in a directory with a Russian name
379708,'Delete Mail Marked as Junk in Folder' always disabled and other bugs
379713,Attachments not accepted by msn & hotmail
379732,"Reply to ""FW:..."" doesn't show in Sent message list (IMAP)"
379748,"when looking in a box, ie  inbox....lines are written over each other"
379785,Detach (all) and Delete (all) attachment options are not available
379790,"Go Forward and Back menus (and shortcuts ""["" and ""]"") do not work"
379792,Swap around Previous and Next shortcut keys
379793,Swap around Previous and Next shortcut keys
379816,loss of emails when using drag & drop
379848,"A dialog window asking to choose encoding pops up after 5 minutes as if the button ""Send"" was pressed"
379859,Constant MSG_FOLDER_FLAG_DRAFTS from commandglue.js clashes with MsgComposeCommands.js
379863,Thunderbird allways imports the first identity from outlook express
379868,Fail to download POP3 Messages from Server
379869,Triple Click not working anymore
379871,"New Mail Notification popup should show last-new messages, not first-new"
379873,ssl port 995 - can't get mail
379874,Trying to access Windows file chooser freezes Thunderbird
379923,Lucida Console font screwed up after installation of OpenOffice.org
379926,HTTP links don't load in a browser when clicked
379927,email with many attachments resizes mail display frame. Some attachments are invisible. Scrollbar needed.
379931,"filter problem, mail unread are set as read after filter execution"
379935,TBird disobeys mail checking commands.
379945,stuck of copying to save folder
379948,Menu short-cut keys fail when IME is active
379960,Full Header info is being displayed on all incoming mail(the full path from start to finish)
379961,'Restart TB' button not active after installing an extension or dictionary
379978,Email not rendered
380009,"Thunderbird doesn't offer to open attachments with ""Windows Picture and Fax Viewer"" even if it's the default"
380035,"""Get Selected Messages"" entry in context menu is greyed out until a submenu is opened"
380037,"When copying automatically formatted superscripts (e.g. 10^9), the ""^"" sign is discarded."
380042,empty attached vCard if it contains greek characters in Address
380063,"Mailto: links with multiple email addresses adds a "" to the first address in the ""to"" field."
380124,"when i click 'get mail', sometimes the newly downloaded messages don't show up"
380129,Domino 5 server crash when access on imap subfolder
380135,Password
380136,"""Delete messages more than 30 days old"" set on Local Folders after upgrade to 2.0"
380162,No bug but a suggestion !
380175,thunderbird does not paste highlighted text in terminal window
380180,Crash when moving an imap email with a new read receipt
380190,Account set up won't work
380201,.html attachments open incorrectly in Firefox with .html.txt extension
380225,Delete single Unread message changes to Read status in Trash
380245,Spam moved to junk folder is duplicated
380258,"""Allow remote images in HTML mail"" field not exported from Address Book"
380277,Spellchecker not working  Dictionary (British English) does not down load.
380324,Provide a Save As function that doesn't show a destination dialog (simple)
380332,Inconsistent Display of Embedded CRLF's
380366,mbox importer should let specify the mbox file
380372,Attachment error when saving twice as draft a mail template containing an inline image
380408,Mail Import Crashes with Divide by Zero
380424,Address book folder pane is collapsed when TB is installed.
380425,Updating thunderbird 1.5.0.8 TO 2.0.0.0 installer error opening\r\n\r\nMapiProxy.dll\r\n\r\n
380443,saved emails will not open
380459,Can not drag and drop contacts from address book to lists
380510,"""Check your 'temporary directory'"" if attached file name contains %20"
380518,moving messages between folders makes them get lost!
380529,trunk build fails using msys build system at  cp: cannot stat `/d/mozilla/mozilla//thunderbird.ico': No such file or directory
380531,indicated number of mails in lower right corner is wrong
380548,"You can't rename ""foldername"" to ""Foldername"" directly"
380562,Password management with two different account
380563,"A crash of Thunderbird, followed by Inbox erased"
380564,100% cpu on large mails
380571,Tag button is not disabled on group by sort
380577,"""apply filters to folder"" doesn't work"
380579,Address Book Lists - Two names different but same email address - second name replaced by first name
380584,should 'Mark as Read' menu mark as unread? different than 'Thread as Read'?
380585,Crash after IMAP authentication
380604,TB 2.0 search does not correctly perform exact match against X-Spam-Level header
380621,Thunderbird crashes while startup.
380626,Searched mails doesn't move
380634,"On machines with multiple monitors, contextual menus don't draw correctly."
380661,switching sort between multiple custom columns doesn't work
380665,autocomplete forces address to be the list of addresses (in the address book) when only a single email address is desired
380679,IMAP Drafts folder auto-created even when specified to use local folder (and can't delete)
380685,Toolbar icon and performance after upgrade from Thunderbird 1.x
380696,Cannot stop email responder
380713,"slowing to load an html messages in mail windows, about 10 seconds"
380724,palmsyncinstall.exe in xpinstall\wizard\windows\palmsync not buillt on trunk
380725,XUL error: &messengerCmd.accesskey; in macMenuOverlay.xul
380787,"in mid-article, while typing, Thunderbird suddenly started asking for authentication for news server"
380805,Images in signature do not appear in Yahoo Groups message archive.
380808,"""Sender"" in mails list different to ""From"" in header view and message"
380847,Text label in import wizard window failed to be visible to orca.
380854,British dictionary is incompatible with final version of Thunderbird 2.0.0.0
380882,Mail crashed to Kerio Webserver - and was deleted
380884,Message with big attatchment disappears when moving from one folder to another when certain filters are applied
380885,Recent folders submenu doesn't display account names (leading to indistinguishable Inboxes)
380888,Unable to change folders (clicking has no effect)
380897,FOUND SOLUTION: Problem Thunderbird hanging on large e-mails
380903,Problems handling attachments with Japanese characters in filename
380914,There's no decent way of re-opening the main folder window
380954,"saved search folder named ""? DNS"" disappeared after upgrade to 2.0.0"
380978,Slow attachments saving when count of it is 74 and use 'Save all'
380991,LDAP search results are not accessible.
380992,Message filter table is not accessible.
381015,Repeating alert: The 25 MB storage limit has been exceeded
381017,After deleting unread message counter becomes negative
381046,Sort order arrow different for date sort in different windows.
381047,Messages completely disappear when marked as Junk
381060,Thunderbird unusable if login for one of two IMAP accounts fails
381065,Thunderbird calling home without the user's permission
381083,Thunderbird crashes when trying to write or reply an email
381090,Option->Format not available
381110,Occasionally Thunderbird can't find the start page
381116,Unable to specify the recipient
381117,Label_for/Label_by relation is missing in RSS subscription manage window.
381122,Remember Mismatched Domains add-on no longer works with 3.0
381134,Custom view does not show message with important tag
381163,Thunderbird 2.0 de; orthography (Rechtschreibung) does not work
381187,"TB does not have to complain multiply, or even once if it cannot contact net"
381202,Crash when attempting to compose mail
381233,Mail is randomly lost when Thunderbird downloads from server.
381249,"""Mark as Junk"" puts mail in junk folder, shouldn't ""Not Junk"" put it back to the place where it belongs?"
381251,Spell check does not work
381259,Thunderbird will not launch.
381265,Failure of the Delete button to close message window.
381316,E-mails with large attachments are lost during moving them to other folders
381323,"once in offline mode, randomly switched back into online mode"
381327,Displaying all headers overflows status bar.
381342,imgicon.xpt and libimgicon.so missing in tar.gz package
381348,Thunderbird is boring and confusing when it tries to save a draft
381364,locationFolders menulist icon lacks horizontal margin
381376,Total loss of personal date eg. address book and email history
381388,Crashed when you hit new mail button or forward button.
381389,Label_for/Label_by relation is missing in Import Address Books window
381399,Thunderbird - Master Password
381401,Forwarding crashes TB (IMAP)
381407,"downloading from gmail, some mail completely missing (not in junk, trash or inbox)"
381421,When forwarding an email the path shows
381422,once again: compose window crashes TB 3.0a
381432,"""Write"" crashes immediately, ""Reply"" has a blank recipients box."
381437,New Contact page off bottom of screen
381469,Need to add folder size and message count property
381480,linux dynticks: thunderbird has a high timer interrupt usage
381540,Thunderbird crashes when create a new message
381556,Progress bar on nightly update uses old classic style
381565,"The label title of tree table and tree table in  ""Message Filters"" window  have no label_for/labeled_by relations"
381584,Clicking on Inbox no longer resets previous search
381587,header disapear when replying messages
381590,Message filters only forward messages as attachment
381595,Message filters do not run automatically
381606,receiving duplicates of every incomming email
381626,Ignoring message rules
381637,addons dictionnary not available after download and will not appear in Pref/Composition/spelling/ Language pull down menu
381642,Dead Code Removal
381659,"""Multipart/Encrypted"" not supported, only ""multipart/encrypted"""
381671,"Panes Open All the Way Down, then Slide Up to normal"
381694,"Display of a ""plus"" icon for CC when not needed"
381712,Text in HTML formatted messages is always wrapped at 72 coulmns
381761,first listed Outgoing Server (SMTP) used rather than the one marked as the default
381771,Unable to open the summary file _____. Perhaps there was an error on disk or the full path is
381867,Infinite loop when copying/moving messages to IMAP folder
381913,"Inconsistent ""Help/About"" Titles"
381918,the advanced search pane should have a fully functional context menu
381922,"clicking any email link in TB2.0 gives exta \\ in firefox url box, result http://\\www."
381948,Silent failure to delete read-only mailbox
381962,bcc not working with hotmail
381969,received msg attachment area is too high
382064,Remove support for nsIMsgStringService
382107,attachment not attached to email but put in textblock
382127,When attempting to set the view preferences for new accounts Thunderbird varies in behavior from simply hanging to locking up the window manager.
382159,Preview window displays expand/collapse button even when not needed
382160,Some filters may delete everything in folder.
382218,move mail/ Makefiles from allmakefiles.sh to mail/makefiles.sh
382224,Content of message appears in accName property of list items in message list
382227,"offline-sync: error message about non existing ""empty"" folders (containing only subfolders) does NOT contain the name of the folder that causes the problem"
382233,"Autosave triggers ""send in UTF-8"" dialogue"
382273,Changing font preferences for Unicode is non-obvious
382276,'delete selected files/folder' message appears in get mail window
382287,Combobox will be invisible if user choose high contrast inverse theme.
382288,XPI installer doesn't warn when installation of dictionary fails
382291,Dictionary installation requires root privileges
382294,Address field blanks out and addresses set as BCC get sent as To
382298,"Forwarded ""icon"" not shown up in IMAP account (index issue?)"
382300,work offline checkbox in Thunderbird profile manager has no effect
382302,-offline command line argument in Thunderbird has no effect
382314,bullets do not show correctly in other mail clients
382324,Format of joined files sent with format Content-Disposition: inline
382345,"Option ""Compact folder when it will save over x KB"" is ignoring the entered KB number"
382349,"Unable to shift focus to the Message Body Pane with keyboard (F-6), a problem for blind Users."
382368,"Character Encoding warning when saving draft does not make sense, repeats indefinitely"
382417,Address book window doesn't comply with gnome desktop theme settings.
382427,Thunderbird Trunk Nightly crashes on startup - no Talkback
382428,Mail pane doesn't comply with gnome desktop theme settings.
382442,Save on Send to IMAP folder using non-default identity fails
382450,new mail notification alert on linux does not respect system colors
382452,can't load extension
382465,Thunderbird crashes at keyboard navigation
382498,"message opened via ""open saved message"" cannot be ""copy to"" any folder"
382504,can't (un)expand threads
382516,"""parse error: zero-length content"" error reading in draft folder"
382562,Migration (Auto Import) of email accounts/folders from Mozilla causes relocation/transposing/mixing/misplacement (wrong placement) of messages. Message moving corrupts messages (causes message corruption).
382575,Cannot create nested address list
382592,Misaligned table in HTML mail
382598,"The Installer can't relplace nmozMapi32.dll, 'cause it isn't there"
382599,Cannot re-establish a hotmail account
382605,New update caused Thunderbird not to start
382672,"After automatic update Thunderbird can't start, says ""Update failed, one or more files could not be updated"", proceeds to a ""Installing updates"" progressbar, and returns to the error message in a loop"
382684,Message filter doesn't work for a custom header
382689,"In the list of messages, lines are overwritten, one on top of another"
382693,Tbird does not thread messages in different folders (Sent and INBOX)
382697,Thunderbird 2 upgrade
382719,"Deleting a folder doesn't work if a folder with the same name was deleted in same session, even if Trash has been emptied"
382737,DOS carriage returns added to text attachment
382780,auto-save asks if one wants to send the message
382782,disregarding setting (checkbox)
382788,"search only searches in current account mail box, not all accounts"
382790,url not correctly parsed from PEGASUS client
382807,Inline attachment hyperlink doesn't work when it comes from a draft or a template.
382815,More annoying UI race issues
382823,Version/config bumps for Tb 2004
382824,new mail alert folder tooltips broken
382845,Automatic pick of Content-Type for attachments not changable
382866,"Thunderbird nightly reports ""GetLongPathNameW could not be located"" on startup"
382874,email migration takes a VERY long time
382882,After drag&drop (move with mouse) of a mail from the inbox to another folder it does not appear in that folder but is in there. MSF file needs to be deleted to make it visible. Maybe only mails with large attachments affected?
382886,Character encoding for a message is not applied to its subject line.
382904,"New email alert shows what's already in the inbox, not what's on the server."
382914,Draft of forwarded message does not mark original as forwarded if Thunderbird Closed before send
382915,Will not install over Thunderbird 1.5
382931,"Install wizard stops after ""accept/decline"" page"
382982,Mails are marked as read in groupped view (sorted by date) even when not opened
382995,Mail folder is empty though messages exist in the associated mbox file
383000,"Window where new eMail is seen is unreadable, font over lap w/version 2.0"
383008,sent mail copies to sent folder blank
383040,Program can not multitask and crashes instead
383048,Profile is Lost on Starting After Commas replace letters
383072,mail is lost when moving to folders from in box
383113,drag and drop to mail lists blocked
383117,observers don't always work in Account Settings
383118,text broken subject and quoted text when reply attached mail (base64 iso-2022-jp )
383122,Crash-reporter not launched
383131,lost of color marks in the receipt window
383162,Thunderbird stops opening browser from mail links after 4 operations
383170,"when I create a ""new folder"" in the input folder the program allows duplicates names"
383210,message appears twice in message list
383228,master password dialog displayed on offline mode when it tries to check email automatically.
383235,a supported extension is disabled for your protection
383244,installer doesn't
383277,Grouped by sort are not stored in prefs
383287,"After “Get Mail” works and downloads e-mails, the system continues to look for mail until the connection to the server is timed out."
383290,lastest update downloads but will not install
383299,Timeout when using SMTP with SSL encryption
383303,POP3 downloads bailing out after between about 4 and 30 messages
383336,images with same filename rendered from cache incorrectly
383346,Broken drop-down menu in Tools/
383352,Filter on body text searches in base64 code
383375,the filters doesnt work (I made a lot of tests like tagging mail to see the in different colors)
383394,"Incorrect handling of a mail account's personal name (e.g. ""John Doe"") containing colons"
383403,"open attached mail, the mail blank"
383415,----------------<menuitem at Bottom of Screen
383416,Auto Spell checking hangs Thunderbird with words with many equal letters
383435,Nearly all related controls are disabled or unresponsive when viewing .ezm attachments
383466,filter reply with template doesn't mark the message as replied
383467,"Error message ""Could not connect to server pop.ameritech.yahoo.com; connection was refused"
383477,"sliding new mail notification shows ""Re: null"" instead of ""Re: """
383495,cursor does not delete addresses of Forward mail or ability to edit Reply or Write mail
383521,Block External Images in Sent Folder
383539,should show To in compact header view if message is sent by me
383561,custom views based on tags don't work with IMAP accounts
383587,Tags (formerly Labels) do not stay with message
383588,"""Check for updates"" ignores new versions"
383599,"message gets lost when dragged to different subfolder and ""compacting-folders"" message appears"
383644,Clicking on inserted link in email does not open firefox
383652,.rar attachements sent from gmail are show both as attachement and as text
383675,The mails disappears after moving them from inbox to the others folder
383690,Message filter on body not working
383696,Add security panel to the identity panel
383710,Retention features caused me to lose all my mail in my inbox by mistake
383712,Deleting an email selects the next email inappropriately
383738,Junk / Not Junk toolbar button is not deactivated during toolbar customization
383752,Need for undo last action or recycle bin to undo when deleted address folder.
383779,No way to automatically forward messages in UTF-8
383799,popstate.dat reset on upgrade; ALL messages saved on POP3 server are downloaded again
383841,Weak default authentication mode - using plain text passwords
383847,Instruction referenced in memory could not be read
383908,Click to activate Thunderbird windows
383926,IE7 displays an error that the email program is not installed properly.
383980,"Will not automatically download POP3 e-mail upon START, seems hung on some task."
383990,Advancement from one mail message to next or previous
384022,"When Euro symbol received, displays perfectly, when forwarded it is corrupted"
384110,"Inserting inline images works fine in the email preview & sent windows, but does not display after it is sent in TB or on in an email page such as hotmail."
384121,Problem when I do a forwarding
384126,nsPersistentProperties debug spewage from loading start.xhtml for properties on startup
384128,Tools / Option window shorter as necessary
384160,Cannot send attachments with cli and file with accents
384209,"When replying, the cursor is automatically placed at the bottom of the quoted message."
384293,Return receipt crashes Thunderbird
384302,Stall when attempting to print opened eml attachment
384306,Light colored system text colors can cause difficult to read alerts
384383,POP3 message downloads 20+ seconds each message with Symantec AV 10
384385,UNticked check for new messages at startup -- still tries to check
384386,"Received message content disappears.  Subject, sender, size in KB all visible, but no actual email"
384417,"Delete button disabled in IMAP folders, enabled in Local Folders"
384446,From and Reply-to address does not address Sent via.
384475,New Folder Creation in IMAP
384479,attached image cuts off in Vertical view
384486,Attached email will not print
384562,German dictionary installation problem
384573,Updating to 2.0.0.4 completely breaks Thunderbird
384588,after update to Thunderbird 2.0.0.4 error: js3250.dll is not a valid winodws image
384593,"Updater will not install because it cannot open ""nmozMapi32.dll"""
384595,email dissapears on arrival - delete by deleting inbox
384619,downloaded update attempts to apply after manual update
384660,Thunderbird won't update and now won't work.
384669,Installer or updater won't install this build
384692,debug type message appears along lower edge of main window
384737,Insert... Image... Choose File... results in application hang.
384769,problem with storage of the address book
384775,"No: Junk Manager Control, Templates Icon, Draft Icon"
384783,Preferences Set in user.js are Ignored
384788,"Enable to rename personal folder in the ""Locals Folder"""
384789,Error Message - AUS: Update XML File Malformed (200)
384794,"Leave on Server plus local deletion yields repeated, null New Mail notifications"
384818,it will not accept my valid host name
384819,IMAP: Interrupted downloads of attachments leave the message cache in a broken state
384835,Search for tags fails on Windows
384859,Saving a message as .eml to a full network drive does create a 0kb file but throws no error
384945,"when trying to copy 2500+ message from mail.mozilla.com account inbox to another mail.mozilla.com account inbox, silently stops at 2000"
384955,Software updates cause a reset of mail read
384987,"Thunderbird attach dialog should have ""Attach"" button, not ""Open"""
384998,bottom 1/3 of the main page contains part of the source code
385000,Links with umlauts in mails lead to wrong URLs in Firefox
385017,Interoperability with beagle & kerry broken in tb 2.0
385018,Installed McAfee Beta and thunderbird hung up and no  top tool bar
385032,Sort by tags not correct
385078,Importing email certificate problems from Microsoft
385099,does not accept account names from 2 domains hosted by the same ISP
385121,"LABELLED_BY, LABEL_FOR relations should be set for header fields in the Thunderbird message composition window"
385122,write a new message with a signature image a double hyphen appear
385127,"mail downloaded with ""fetch headers only"" on and automatically marked as junk is automatically deleted from server if user marks mail as not junk and attempts to download rest of message without moving message to a folder other than trash"
385130,emails in in box disappeared
385148,not able to add a new card in inventory
385162,"Sending with ""Fixed Width"" HTML format ignored. Mail is sent as plain text."
385165,Zip attachments get content-type text/xml and content-disposition inline
385170,Import from Outlook Express seems incomplete.
385181,"""place signature below my reply (above the quote)"" not working"
385197,embedded image of the attached HTML signature fail to display in email composition window (invisible image)
385212,"Does not support Google Apps correctly, while supporting GMail. Plus a bunch of nasty bugs regarding profile, account deletion, etc."
385214,thunderbird corrupting attachments when forward
385247,"The program added a new mail folder with a duplicate name, but empty.  Could not see 75MB of mail in the original folder."
385279,Thunderbird misidentifies .pdf attachments as .jpeg files
385310,"Saving draft with characters from wrong character set prompts ""Sent in UTF-8, Send anyway or Cancel"", when it should prompt to save."
385313,"From address that contain an accent: surname surnamé, name - are identified as different emails"
385382,Message Filters -- Potential Application Problem    Every enabled Message Filter is being applied to every incoming Message
385387,Inconsistency in default fonts
385388,LDAP Query ignores proxy settings
385416,New selected mail will not be reported by orca.
385438,Thunderbird should download files to Leopard's Download Stack by default
385443,"""Delete message"" button disabled"
385448,Filter rules dialog sometimes does not respond to mouseclicks
385482,Mac OS X PDF Attachments disappear after being attached and sent/saved as template
385486,Filters stopped working
385495,javascript error logged on email message send
385502,investigate turning on offline imap by default
385522,IMAP server error messages are given in a modal 'ok only' prompt that only bothers the user
385527,Unable to use ok button  after changing account settings/ server settings. Account settings don't change
385540,Mail won't download
385550,when editing an email can't get cursor to backspace or delete where I want it to
385551,Some filter conditions are missing in the GUI when using custom headers to filter on
385555,"Popup saying new message, but nothing new in inbox"
385556,"missing a ""downloading messages"" progress window"
385568,losing mails while carrying to another map
385598,Outgoing mail is never delivered - even to myself
385610,Thunderbird is incredibly slow in loading and deleting messages.
385621,Folder Tree Doesn't Auto Scroll
385631,account settings will not load
385633,spam marked as ham using pop3.
385634,"imap deleted local mail wihtout questioning, after it has been removed from the server."
385636,A certificate-mismatch is displayed  allways (!!!) if the provider uses one and the certificate for all its customers.
385682,"After dowloading the new update, spell checker does not funtion"
385689,Charset not detected if not writen in capitals (by other mail clients...)
385708,extra characters in date field cause TB to show 01/01/1970
385746,Address can't be autocompleted.
385796,Building with en_US.utf8 locale results in error when enable-ui-locale option is set
385802,installer can't install (dutch version)
385808,Reply-To address wrong when replying from 2nd user account
385836,Új Üzenet gomb megynyomására nem tudok írni....
385847,Faiure to open new download
385881,TB hangs with 100% CPU usage after startup if new IMAP mail is available
385907,To: popup window on wrong display when using two displays on Mac OS X
385991,Can not get my Mail toolbar to display that allows one to put photo in Message body etc
385996,Attachment will be saved in a wrong location
386007,Clean up toolbarbutton CSS
386035,mistake addresses
386047,New Tags Feature Breaks Original Single Label Feature
386051,Next and Prev buttons don't work
