id,severity,description
436424,critical,Website docs build broken by l10n reorganization
436459,normal,practise
436486,normal,The deadline date text field is accepting previous year date format also.Ex(2007-06-09)
436559,normal,Graphs not showing when using Graphical Search
436891,normal,Series are not removed after deletion of component
436931,normal,Links in tabular report are inaccurate when QA Contact is an axis
437029,normal,Error message when viewing tickets via search option
437037,normal,[Oracle] chart.cgi reports software error 'inconsitent data type' when adding a data set to plot
437212,minor,"Refresh does not update ""Severity"" field"
437357,normal,Internet Explorer does not show resolutions
437458,normal,IST timezone not supported.
437555,normal,Cannot Change Columns in Query Report from Internet Explorer
437602,normal,importxml.pl does not correctly build the bugs_fulltext table
437770,normal,Imported bugs are ignored by queries (they never appear in buglists)
437796,normal,"""Forgot my Passoword"" transfers to ""Log in to Bugzilla"" asking for password"
438341,minor,bug count in edit products looks like a bug number
438351,normal,Can't tell that a bug is not public if CCed on it - can't see group memberships
438560,normal,Custom Milestone settings
438739,normal,Permissions are not set properly on extensions by checksetup
438809,normal,Do a better job of fixing queries when renaming Products and Components
439075,major,Importing bugs which have only one dependency fail
439273,normal,Bugzilla-ru releases
439407,normal,Bugmail not fully localizable (changes and comments)
439607,critical,Email Configuration can't be changed
440259,minor,User::match should be using Bugzilla::User->new_from_list
440352,normal,Show dependency graph fails using local webdotbase under mod_perl
440476,normal,"Login fails from main screen - reload main page, clear credentials fields"
441114,major,"Error ""dup_id isn't filled out"" while editing bug"
441252,normal,checksetup failure in test oracle.so
441263,normal,Search query does not work
441443,normal,crash when the system starts
441496,normal,Use server push (multipart/x-mixed-replace) with Safari
441503,minor,Need update on contrib/syncLDAP.pl
441527,minor,Find a specific bug requires search words
441541,normal,Latest Email::Simple or Email::MIME module is broken: as_string gives SCALAR for body
441542,trivial,General Report button has wrong CSS id
441921,critical,context=file fails due to taint issues in file names and file rev numbers
442175,normal,[Oracle] cron scripts collectstats.pl (ORA error) doesn't work
442247,normal,Name of attacher not included in XML version or Details page
442517,normal,Deleting a bug doesn't delete entries from custom multi-select fields
442612,normal,[Oracle] Change min-oracle-version from 10.01 to 10.02
442645,minor,"[Oracle] ""Use of uninitialized value in string ne"" in collectstats.pl"
442821,normal,The workflow editor allows closed statuses for new bugs
442848,normal,"[Oracle] Hardcode ""Order by quipid"""
442853,normal,Unable to install DBD:Mysql plugin on MySQL5.0.45 version
442882,normal,Populating bugs_fulltext can be very slow on large installations
442993,blocker,"Release Bugzilla 3.2rc1, 3.0.5, and 2.22.5"
443044,blocker,"Security Advisory for Bugzilla 3.2 RC1, 3.0.5, 2.22.5"
443054,normal,Bugzilla crashes when filing a bug with a product name having the wrong case
443170,normal,Release Notes for 3.2rc1
443243,trivial,"""Loading Bug xxx processed"" page title reflects wrong bug number"
443451,normal,http://www.bugzilla.org/docs/win32install.html should reflect recent documentation changes about ppm
443519,major,Changing Products with Strict Isolation fails when the CC list changes at the same time
443852,normal,"""Reset QA Contact to default"" fails with strict_isolation turned on if there is no default QA contact"
443875,normal,checksetup failed to drop 'longdescs_thetext_idx' index on 3.0.4 -> 3.1.4 upgrade
443892,normal,Very slow quick search queries & possible fix.
444140,normal,"Submitting ""Change Columns"" page dumps raw HTML to screen."
444185,normal,Poor default from on error from email_in.pl
444352,minor,"mod_security doesn't like default ""mybugstemplate"" value: Error 400"
444441,normal,"After submitting update to one bug, another is displayed."
444742,normal,"When I create a new bug in my bugzilla installation, I receive ""free unfrerrenced scalar"" error on top of my browser"
444896,normal,buttons are not visible
445061,critical,Building the documentation should not require network access
445104,critical,ssl redirects come with a 200 OK HTTP code
445885,normal,User.login should ThrowUserError when called with incorrect parameters
446327,normal,webservice faultCode should be an integer
446334,major,Cannot search / view buglists in Firefox 3
446697,normal,Bug editing by email using email_in.pl is not updating the Bug.
447890,normal,"The ""Accept bug"" button below the comment box should reassign the bug to the poster"
448241,critical,[Oracle] Foreign key:UPDATE CASCADE TRIGGER  update wrong tables and fields.
448299,normal,Whining with relative date in Bug Changes doesn't work
448385,normal,Bugzilla Website states Quick Search plug-in requires Ffox 2
448391,normal,Bug->create() should make sure the reporter is logged in
448393,normal,"""Undefined routine"" errors in multiple places linked to bug view"
448414,minor,squash hard-coaded values from email/whine.txt.tmpl
448551,normal,Target Milestones should support same (not less) characters as Veresions.
448614,normal,[Oracle] Logic error in _get_alter_type_sql
448690,normal,Changing columns after editing a saved search forgets the edits
448748,normal,Error messages thrown should have an HTML ID
448978,normal,bugzilla now requires JavaScript
449067,minor,All buttons should have an ID
449140,minor,There is no programmatic (API) way to determine the type of custom fields
449184,minor,Classification should not appear in new bugmail when useclassification = 0
449190,normal,mail
449203,major,graphviz-gd missing on landfill (dependency graphs broken)
449248,normal,Improve $product->group_controls
449258,normal,Hourglass doesn't work
449390,major,"""Add Product"" fails with software error ""Column 'defaultmilestone' cannot be null"""
449399,normal,Collectstats.pl does not set owner/protections correctly on secure systems
449511,trivial,get_param_list() takes no argument
449572,normal,Problem with combination of growing milestone and musthavemilestoneonaccept
449693,normal,"If a custom multi-select field is active, displaying all columns in buglists throws a SQL error"
449700,trivial,Remove useless code from colchange.cgi
449745,normal,you are completely erased from my desktop
449787,blocker,Release Notes for Bugzilla 2.22.5
449791,normal,Allow flag notification emails to be threaded similar to normal bug change emails
449927,trivial,"""Insert new group into all existing products"" should be a label when creating a new group"
449931,major,Random users can unapprove all the quips
450193,normal,Cloning a bug may fail if a custom date/time field exists
450197,normal,Multi-select fields are ignored when cloning a bug
450267,trivial,"Boolean chart contains the phrase ""contains regexp"" when it should say ""matches regexp"""
450295,normal,Voters email addresses exposed to spam bots
450379,normal,Searching SQL for candidates to truncate short_desc (> 255 chars) should use CHAR_LENGTH
450571,minor,"install-module.pm on windows starts with ""use of uninitialize value"""
450573,normal,install-module.pl wants to build DBD::Pg and dumps while Postgress isn't used as database
450598,minor,help for query.cgi does not work properly on IE6
450606,trivial,"""down arrow""-button on user_verify_class is to much oversized (in IE6)"
450703,normal,3.2rc1:  Duplicate key name 'fielddefs_name_idx' during installation
450704,normal,3.2rc1: checksetup.pl claims XML::Twig needs installing but it already is
451048,normal,Attachment creation fails for new bugs and image without description
451050,minor,"With the Dusk theme, the cursor hovering rows in buglists is displayed as a pointer despite rows are not clickable"
451120,normal,Similar login_names may confused userselect.html.tmpl
451269,normal,bug-end_of_update and flag-end_of_update hooks are missing example code
451367,major,Apache can't filnd Bugzilla index.CGI
451449,critical,"""Can't use undefined value as ARRAY reference"" when logging into a new account"
451517,normal,test
451524,major,Template->process() failed twice
451545,normal,"""Open"" bug links in reports give the wrong list"
451671,major,"""DBD::mysql::db do failed"""
451735,minor,Wrong index for the series table
451759,minor,"Hide ""Add to footer"" checkboxes when not sharing a saved searches"
451801,trivial,Severity is hard coded; not all pages use field_descs.bug_severity
451804,trivial,"The word ""Platform"" is hard coded; not all pages use field_descs.rep_platform"
452037,trivial,df
452519,normal,Fix timezones in emails
452539,trivial,"update FAQ/Bugzilla Email; remove reference to ""newchangedmail"" param and remove ""Cc"" comment"
452616,critical,All firefox or IE clients timeout while trying to reach the homepage
452874,trivial,Some bugzilla links include trailing spaces
452876,normal,Keywords fields aren't keyboard accessible.
452877,normal,"Add cc checkbox should say ""Add"""
452891,minor,The dashed border next to the line numbers in the Diff Viewer can be visually jarring
452896,major,A user with no privs who reported a bug cannot move it to another product if the target milestone is set
453011,normal,"No ""Whiteboard"" input box in ""New Bug"" form"
453319,normal,"CSV export, starts with text recognizing character, field serperator within text"
453415,normal,Bugzilla URL field generates non-existing URLs
453434,critical,"Exception ""Can't use cf_anyCustomField as a field name"" when trying to execute a saved search from bugzilla 3.0"
453469,normal,Obsolete cookies make Bugzilla not to recognize a bug in part of the current query results
453489,normal,Bugzilla sends to addresses removed from CC list
453497,major,Undef to trick_taint at Bugzilla/Util.pm line 63 from editcomponents.cgi line 197
453499,major,Undef to trick_taint at Bugzilla/Util.pm line 63 from attachment.cgi
453660,normal,upgrade from 3.0.5->3.2rc1 fails on creating foreign keys
453707,trivial,"""Advanced search"" URLs contain lots of empty parameters"
453767,normal,Passwords containing wide characters causes system error
453951,major,Cannot delete and add Component with the same name
454054,normal,Some links point to http from https session.
454172,normal,If the Dependency Graph is too large then it will incorrectly render the Graph
454234,minor,missing to handle docs_urlbase = null at global/common-links.html.tmpl's link_to_documentation block
454238,major,"bugmail fails with ""Wide character in syswrite"" when diff_header contains multi-byte string."
454365,major,Upgrade from older Bugzilla broken by UTF-8
454777,normal,"Urls in the url field are shown completely, which can be annoying for long urls"
454778,normal,Bug numbers in titles should also get a link to the bug
454903,normal,Charset header not appearing in multi-byte emails
455099,normal,Some methods in Search.pm use the wrong user object to check privs
455172,minor,max-lenght of password seem too short
455255,major,Problem with sending data via email
455317,normal,"Default Boolean chart, -1, is appended to links on the search results page."
455379,normal,emails are sent to bug assignees despite having account & bugmail disabled
455497,normal,Crash when adding a comment to a bug.
455558,normal,Custom free text fields too long (particularly in Dusk)
455559,minor,The requestee field should be narrower in show_bug.cgi
455583,normal,"Bugzilla::User::can_{set,request}_flag  methods should use the respective {grant,request}_group_id values instead of loading new Group object"
455584,normal,Use bz_crypt everywhere instead of the crypt() function
455585,minor,Installation docs should recommend using yum or rpm instead of CPAN
455744,trivial,Text fields on enter_bug.cgi are too large and inconsistent compared to show_bug.cgi
455795,normal,Fatal UTF-8 character error during bugs search
455808,normal,"""YAHOO is not defined"" JS error thrown when editing attachments"
455857,normal,[Oracle]'Find a Specific Bug' doesn't work.
455952,minor,filename field does not trim leading blanks
456114,normal,filling in initial page for new bug takes up to 5 minutes
456333,normal,Exception: (NS_ERROR_INVALID_POINTER) in sorttable.js when no results were found [@ nsIDOMHTMLTableSectionElement.appendChild]
456441,normal,Application crashes when saving a search query
456707,normal,updating flags gives software error: inseceure dependency while running with -T switch at sendmail.pm
456782,normal,"Rename the ""View Current Triggers"" link in editworkflow.cgi and update the ""Edit Actions Triggered by the Workflow"" page title accordingly"
457368,normal,email_in.pl dies with compilation failure when given invalid field values
457373,normal,dependency graphs created with incorrect permissions under suexec
457480,normal,Bugzilla/Template/Plugin/Hook.pm does not respect disabled flag
457524,major,Table reports didn't calculation correctly if Products or Components are in Russian language
457719,normal,"The ""You need to _log in_ before you can comment..."" link in show_bug.cgi doesn't display the login form if ssl = ""authenticated sessions"""
457724,major,Illegal Mix of Collations Fatal MySQL/Perl Exception when Attempting to Reassign Bug
457836,normal,email_in.pl problem
458391,major,Group checkbox not shown to non-members when MemberControl/OtherControl set to Shown/Shown
458516,normal,Trying to update lirc.
458607,minor,attachment flag review does not show userlist when usemenuforusers is on
458627,minor,"""My Requests"" link no longer displayed in the footer of page.cgi"
459163,normal,"checksetup.pl incorrectly displays ""ppm install SASL-Authen"" instead of Authen-SASL"
459365,trivial,Scrubber should let <fieldset> and <legend> pass
459511,normal,bugzilla advanced search should make it possible to search for bugs with attachments of certain file types
459734,normal,Bugs erroneously shown as FIXED
459985,critical,"After trying to create a user in sabayon 3.5 with gnome, all the users disappear. Have to reinstall the distro !"
460122,normal,Updating a bug forgets the bug list
460143,normal,Bug.legal_values doesn't allow you to get values for multi-select fields
460297,normal,Parameters in editparams.cgi need an ID
460376,minor,checksetup.pl instructions to install missing Perl modules are hardcoded in english
460379,blocker,New user accounts can access editusers and add and remove themselves from groups
460381,normal,Links in bugmail to create a new account point to http:// instead of https:// when ssl='authenticated sessions'
460415,normal,Successfully log in with incorrect password
460421,normal,[Oracle] Adding custom fields with type FIELD_TYPE_MULTI_SELECT Failed.
460509,normal,Deleting a product fails because it hasn't loaded Bugzilla::Bug
460749,normal,Firefox 3.1 no longer supports -moz-pre-wrap (nor does Opera!)
460770,normal,Extra bracket character in LDAP server list code
460787,trivial,Default Untouched Values should be cleared whilst submitting
460834,minor,Submitting comments to a bug should have a preview option
460837,major,Bugzilla publishes browser user agent without consent
460922,normal,[Oracle] Need to drop all the FKs before dropping tables.
461017,normal,Add a tinderbox running Selenium and webservice scripts
461123,normal,Non-printable chars in bug description were not encoded properly when displayed
461127,normal,Cannot change status and reassign at the same time
461164,normal,Members of a group should be able to add users to the that group
461178,normal,Comment expand/collapse does not work in firefox.
461756,normal,[Oracle] collectstats.pl --regenerate uses PL/SQL reserved word in query
461757,normal,Users without canconfirm can create bugs in new state
461958,trivial,"Account creation page uses word ""accountname"" - should be ""account name"""
462022,normal,E-mail headers not encoded
462102,normal,[Oracle] Cannot set a custom field to be 'Obsolete'.
462244,normal,"Adding oneself to the CC list, without comment, should not trigger bugmail (except to the submitter)"
462386,normal,Default assigned not honored when entering bug via XML-RPC
462677,major,Dependency bug list not updated with reload when it has been changed by another bug
462836,major,Unable to recode the databases to utf8.
462877,normal,Forgetting a saved search that is shared with a group causes a foreign key db error
462978,normal,file error - admin/params/l10n.html.tmpl: not found
463008,major,"When I try to close a resolved bug, getting error 'Legal Version Not Set'"
463048,blocker,"Release Bugzilla 3.2rc2, 3.0.6, 2.22.6, and 2.20.7"
463247,blocker,"Security Advisory for Bugzilla 3.2rc2, 3.0.6, 2.22.6, and 2.20.7"
463315,minor,Compiling buglist.cgi in Bugzilla 2.22.5+ with Perl 5.10 throws a warning
463376,blocker,Release Notes for Bugzilla 3.0.6
463409,normal,Oracle::db prepare failed: ORA-00904
463453,normal,commentonduplicate is overridden by the bug status workflow when it should be the other way around
463527,blocker,Release Notes for 2.22.6
463529,blocker,Release Notes for 2.20.7
463536,blocker,"Update Release Info pages for 3.2rc2, 3.0.6, 2.22.6, and 2.20.7"
463540,normal,"Update the Download and Changes pages for 3.2rc2, 3.0.6, 2.22.6, and 2.20.7"
463542,blocker,"News & Release Announcement for 3.2rc2, 3.0.6, 2.22.6, and 2.20.7"
463571,normal,Hide e-mail addresses from spammers by showing a user name instead
463589,blocker,Release Bugzilla 3.2
463598,normal,Value-hiding code performs poorly when there are hundreds or thousands of controlled values
463677,minor,editusers.cgi: Use of uninitialized value in string eq
463688,major,editusers.cgi no longer lets you search for users using regular expressions
463817,major,smtp authenticate unsuccessful
463838,normal,Incomplete information on how to configure Apache on Windows
463894,normal,version list isn't sorted rationally
463954,normal,Wide character in print at C:/perl/site/lib/Template.pm line 161
464022,normal,there should be a 'in repository' or 'checked in' flag for attachments (perhaps for patches only?)
464056,critical,impossible to save an impress .ppt after loading an openoffice template
464058,normal,a new page of Impress goes at the end
464675,major,E-mail is visible (for spummers) in lists archive
464732,normal,There is no label next to the Status drop-down
464881,normal,Add possibility to Match Failed to immediately correct the incorrectly entered field
464992,major,Binary attachments not displaying correctly
465055,normal,It is impossible to simply look up a bug via the Bug ID
465075,major,screen is error
465248,normal,"Ampersand ('&') is a legal character in email addresses, but Bugzilla doesn't respect this"
465417,normal,robots can read the email addresses of the users
465589,normal,"Wrong ""Assigned To:"" user shown in show_bug.cgi if that user is disabled and usemenuforusers = ON."
465700,normal,Schema error in Resolution table value field - should be NOTNULL=0
465803,minor,The default assignee field in editcomponents.cgi has emptyok = 1 despite this field cannot be blank
465817,minor,The sudo session UI lets you select several users to impersonate at once
465884,normal,"On duplicate bugs, no more link-to-dup at top"
465990,major,editparams.cgi clobbers data/params file
466030,minor,"Write a short summary of the bug at end states (FIXED, INVALID, WONTFIX)"
466064,normal,Changing Columns Displays Raw HTML Markup
466319,minor,"End tag of ""<kbd>docs/xml</li>"" should be kbd in pages/release-notes.html.tmpl"
466334,normal,"Received ""review canceled"" (sic) message for granted review"
466398,minor,<select> is not escaped in the API documentation
466406,normal,Passing an empty comment to Bug.add_comment fails silently
466574,normal,"Update Release Info, Download, Changes, and Docs Pages for Bugzilla 3.2"
466592,normal,I am learning BugZilla
466604,normal,Illegal characters in comments result in comments being cut off after the illegal character(s)
466716,blocker,News & Release Announcement for 3.2
466724,blocker,Status Update for 3.2
466777,normal,User Privileges for restricting projects
466803,normal,email_in.pl needs better documentation
466839,minor,Don't require a comment on Resolved DUPLICATE but do require for all other resolution types.
466912,minor,The Commit button is too far on the right
466988,major,"Any search cannot be saved, pressing ""remember search"" results in ""The page cannot be displayed """
467059,normal,Add Japanese template link to a download page
467198,blocker,Release Bugzilla 3.3.1
467214,trivial,The template 'confirm-delete.html.tmpl' should use 'quips' instead of 'votes'.
467241,normal,buglist.cgi produces abnormal URL when saving search
467293,major,"can't run checksetup.pl after updating localconfig, didn't find remote mysql database"
467324,normal,PROJECT specific template directory is ignored
467329,normal,checksetup.pl fails to detect proper version of installed CGI.pm
467331,normal,Layout of email reports makes them hard to use
467364,normal,Bugmail should attach small attachments to the email when an attachment is submitted
467388,critical,Database not upgraded nor is localconfig not created using ./checksetup.pl script
467506,minor,-d $dir check in add_language_set should not be commented-out
467569,normal,release notes do not indicate newer version of CGI needed
467633,major,Customizations do not work after upgrading from 3.0.5 to 3.2 and copying customizations into their proper locations
467645,critical,Unable to run Bugzilla on MySQL on Linux
467811,major,Two issues with field display
467920,major,3.2
468009,major,SOAP::Lite versions greater than 0.68 and less than 0.710.06 return the wrong XML for methods
468249,blocker,"Security Advisory for Bugzilla 3.3.1, 3.2.1, 3.0.7 and 2.22.7"
468367,major,"Crash - rpm installations, or add/delete packages"
468375,normal,Some code hooks are missing example code
468376,major,serviceconf crash
468617,minor,OS sniffing doesn't detect OSX 10.5
469136,normal,Font too small in IE in Comment (show_bug.cgi) and mail addresses (process_bug.cgi) with classic skin
469186,minor,Inconsistent documentation for 'useentrygroupdefault'.
469207,normal,Old chart reports crash if there is no data yet
469453,normal,SQL error when deleting a Status: invalid input syntax for integer
469793,normal,"[MySQL] In MySQL 5, columns sometimes have defaults that have no defaults in the Schema"
469967,normal,whineatnews.pl doesn't respect users email preferences
470038,major,Attachments are returned with wrong encoding
470486,major,Graphical reports and New chart do not work and show broken image instead
470900,normal,email_in.pl process_bug broken when just adding a new comment?
470909,normal,Checksetup.pl fails to check Oracle DB
471104,normal,setting commentonchange_resolution to true has no effect
471125,minor,Need to not allow assignment to 3rd pty users
471181,normal,upgrade from 3.0.5 to 3.2 raise database error on longdescs table with PostgreSQL backend
471249,trivial,Update module requirments on win32install document
471279,normal,bz_comment_text style of html styesheets is tuned for constant COMMENT_COLS value equals 80
471324,normal,Don't build mail headers for existing bugs (too many calls to multiline_sprintf())
471461,normal,"Incorrect text displayed about groups when a bug is in a product which has only one group defined, with settings Mandatory/Mandatory"
471522,normal,OS sniffing doesn't properly detect OS X 10.5 (and others)
471523,normal,cloning a bug copies the newest visible comment for Newest to Oldest comment order
471747,minor,Konqueror periodically can't copy text from web-pages
471777,trivial,$type_id is no longer in use in Search.pm
471866,normal,Classification name length and sortkey max value not validated
471872,normal,Problems with SSL (https://)
471880,normal,More scripts should use the shadow DB instead of the master DB
471890,trivial,"The Index of Parameters should linkify parameters, not the category they belong to"
471994,minor,checksetup.pl resets user to executing user
472013,normal,[Oracle] checksetup.pl fails with ORA-04091
472041,blocker,"Update the Download, Changes, and Docs pages for 3.3.1, 3.2.1, 3.0.7, and 2.22.7"
472045,blocker,"Release Info Pages for Bugzilla 3.3.1, 3.2.1, and 2.22.7"
472046,normal,"Bareword ""SPECIAL_STATUS_WORKFLOW_ACTIONS"" not allowed while ""strict subs"""
472047,normal,"Search containing ""%Complete"" boolean chart fails"
472078,blocker,Release Notes for Bugzilla 3.2.1
472084,blocker,Release Notes for 2.22.7
472206,normal,Bugzilla should optionally not allow the user to view possibly harmful attachments
472248,blocker,Release Bugzilla 3.3.1
472249,normal,Status Update for Bugzilla 3.3.1
472254,blocker,"Update Download, Changes, Docs, News, and the Index for Bugzilla 3.3.1"
472274,trivial,"summarized timetracking data line layout is quite ""heavy"""
472362,normal,"Malicious attachments can change your user settings (user + email prefs, shared searches)"
472443,normal,Yahoo took over right click search on Google option.
472452,trivial,Rephrase documentation about deleting custom fields
472457,normal,"""is set to""-list is empty on new installation while adding new custom field with field which only appears when .."
472469,normal,bug_severity cut off after 3 bytes (cutting off multibyte chars in the middle)
472486,minor,bugs with specific values in a hidden field appear in report (and search?) results for query based on that field
472496,normal,simple search / content matches can't find bugs with content
472549,minor,Ignore undefined values when committing user pref changes
472552,minor,Ignore undefined values when committing user pref changes
472645,normal,[Oracle] ORA-01722: invalid number. Cannot delete Status fields values
472744,normal,"All [html], [pdf] and [text] links are broken at http://www.bugzilla.org/docs/"
472788,normal,"Email notification received has everything(from,to,subject) in FROM address line and nothing in TO and subject"
473006,trivial,welcome-admin page is wrong about visible administrative links
473039,critical,utyutyutyuty
473135,normal,Bugzilla allows illegal file names to be product names
473139,normal,Database problem
473141,critical,recode.pl problems when converting bugzilla´s 2.18 database to 3.2 schema
473201,normal,config.rdf.tmpl flag_type should include group information
473252,normal,Mail sent when CC field changes regardless of email preferences.
473520,trivial,Add name saved search to search description as first item on buglist.cgi
473521,trivial,add space after comma in list values of search description to avoid early newlines
473553,normal,ERROR_MODE_DIE should be the default if the script is not CGI
473592,minor,checksetup.pl mentions the wrong URL about patchutils on Windows
473640,normal,User should be able to bugs into groups set as 'othercontrol' from show_bug.cgi
473652,normal,"When using checksetup.pl to install and the admin passwords do not match, it improperly shows the error in HTML"
473712,minor,Search functionality does not capture bugs with commas in the description/names of the fields.
473883,normal,Perl module installation instructions are in an order that confuses users
473977,normal,Custom fields of type multiple-selection box can't be added to the bug list columns
473982,normal,boolean search operators not 100%
474086,normal,Remove the Guided Bug Entry Form out of the core Bugzilla code
474094,minor,"Non-working link ""File a new bug in the 'Core,Firefox,Toolkit' product"" shown at the bottom of bug list"
474206,trivial,There is a broken link about 'component_cc' at line 272 of 'confirm-delete.html.tmpl'.
474399,minor,Named tags add extra 'Commit' button on bug edit pages
474467,critical,Binary attachments appear corrupted when downloaded
474516,normal,specific_search_allow_empty_words should default to on
474550,normal,Boolean query Dependency Searching: Blocks doesn't find nested blockers
474747,minor,Change columns: empty buttons when images turned off
474761,trivial,different Perl module requirements (e.g. CGI.pm)
474762,minor,"When using Internet Explorer default language is English, but should be German"
474766,trivial,[details] field doubled if click on reply to a comment with link to an attachment
474775,normal,No way to disable QA-Contact and Assigned-to fields for Confirmer
474779,normal,Quicksearch cannot find mixed/upper case keywords
474795,normal,"Query for bugs assigned to someone containing substring ""x"" only queries the email address"
474956,critical,checksetup fails in upgrade from 3.0 to 3.2 when creating full text indexes
474997,normal,WebService docs on update_see_also's return value have a bad example
475234,minor,OS sniffing doesn't detect Windows 7 nor 2008
475277,normal,"the 'Parameters' link is named at welcome-admin, but not visible"
475918,major,can not able to register with the system.
476040,normal,"Update the Release Info pages for Bugzilla 3.2.1, 3.3.2, 3.07, and 2.22.7"
476045,normal,"News and Release Announcement for Bugzilla 3.3.2, 3.2.1, 3.0.7, and 2.22.7"
476061,normal,"Status Update for 3.3.2, 3.2.1, 3.0.7, and 2.22.7"
476098,normal,Bugzilla zh-TW localization updated
476363,normal,"cannot create accounts for sourceforge email ""alias"""
476388,normal,changing column lists results in raw html rather than rendered html
476420,normal,lost file in archive
476432,major,crash and burn
476435,trivial,xdfcx
476439,normal,logo problem
476468,normal,XML export using search does not export attachment data
476486,normal,undef error - Wide character in subroutine entry at Bugzilla/Template.pm line 534.
476488,normal,No-longer handles UTF-8 realnames correctly?
476587,normal,logo problem
476591,critical,dsftg
476594,critical,Calling rand() at startup time in mod_perl makes the same token be generated over and over
476597,blocker,"Emergency Release: 3.2.2, 3.0.8, and 3.3.3"
476601,trivial,GenerateUniqueToken can race with itself
476607,normal,"""Constant subroutine redefined"" warnings from Bugzilla::Field::Choice"
476612,blocker,Release Notes for Bugzilla 3.2.2
476613,blocker,Release Notes for Bugzilla 3.0.8
476618,blocker,"Security Advisory for 3.3.2, 3.0.8, and 3.3.3"
476622,normal,Assure that mod_perl children always receive a sufficiently random srand() seed
476650,normal,"% Complete search returns ""strict refs"" error"
476821,normal,Warning about suspicious action although coming from bugview
476831,normal,Bookmarkable Template + IE = Already filed bug
476884,normal,"""Suspicious Action"" when I try to mass-change bugs"
476889,critical,importxml.pl crashes when importing bugs
476943,normal,Edit multiple issues token after switching to shadow DB
477391,normal,"The ""Commit"" and ""Move to..."" buttons at the top of show_bug should only be displayed if the user is logged in"
477420,minor,Rename some of the token names used in attachment.cgi
477459,blocker,"buglist.cgi crashes for logged out users if the ""Reporter"" column is displayed"
477513,critical,Cannot use saved search with utf-8 name (issue_hash_token problem)
477549,normal,Localizations download page update
477565,normal,"Advanced Search, field version"
477585,normal,saved searches - error: Wide character in subroutine entry
477683,major,MPL Compliance
477861,normal,Cannot query bugs based on disabled status of assignee
477978,normal,checksetup requires DateTime-TimeZone (v0.79) but this build is not available on activestate nor uwinnipeg
478022,normal,Whines don't use saved columns
478136,normal,Images in index.cgi have white background with the Dusk skin
478173,normal,Header login form doesn't persist logins if rememberlogin is defaulton
478193,normal,saved search with non-ascii character in name
478230,minor,You cannot log in immediately after logout
478232,normal,Bugzilla pages now are invalid HTML4 pages
478234,minor,Firefox is unable to pass stored credentials to the mini login form when you have several user accounts
478413,normal,Bug background color not applied in process_bug.cgi
478601,minor,"Incorrect ""not a known field"" error message"
478681,normal,Restrict bug_status transitions based on group memberships
478771,normal,Bugzilla::Search should drop invalid bug statuses from the search criteria
479197,normal,Bugzilla_password box does not convert to text type or clear itself in IE
479218,trivial,Full login page onload focus JS fails
479390,normal,LOGO PROBLEM
479715,major,"Voting ""simultanously"" for two bugs results in one vote being lost"
479780,normal,bugzilla scripts (whine.pl and collectstats.pl) are noisy because of a perl notice
480007,trivial,Test Bug Only - WSU MBA Evaluation Project
480061,major,"bug 478173 changed the handling of bz_default_hidden, causing breakage"
480068,major,"Any attachement other thant "".png"" & "".txt"" crashes bugzilla"
480089,normal,Graphical reports ---Chinese Character Messy
480284,normal,hi this is astha and gopi
480468,minor,Advanced Search bug_status options should be based on Status Workflow
480519,normal,Status NEW and RESOLVED at the same time.
480836,normal,checksetup.pl fails when converting tables to innodb
480837,blocker,"Release Bugzilla 3.3.4, 3.2.3, and 3.0.9"
480858,normal,Change Columns fails to escape search name when re-running saved search
480862,minor,relogin.cgi now just throws an error by default
480865,blocker,Release Bugzilla 3.2.3 and 3.3.4
480875,blocker,Security Advisory for Bugzilla 3.2.3 and 3.3.4
480923,normal,Japanese characters exported as CSV are corrupt
480999,minor,"Irrelevant username check in 'Email Addresses, Bug Numbers, and Votes' box"
481025,normal,Remove rogue Byte Order Marks
481164,normal,"""Change Several Bugs At Once"" Status and Resolution fields do not show customizations"
481256,normal,Broken image link when bugzilla is installed on IIS for charts and image attachments
481405,normal,Show Last Search Results shows incorrect search
481408,normal,Output flags when using ctype=js
481506,major,The latest email address filtering changes causes a DoS problem when comments have certain text in them
481538,major,Internal error while logging in after a restart
481605,normal,multiple emails of same state change
481661,normal,Error if I use not english chars in name of Search.
481821,minor,Kanji named attachments names are corrupted when downloading on IE6
481910,normal,Login forms point to http:// instead of https:// when ssl='authenticated sessions'
481937,normal,changes to text area custom fields poorly rendered in history and email notifications
482100,trivial,xngcc
482219,minor,(new) images on index.cgi disappear when hover on/off the image in IE6
482254,minor,"Character encoding UTF-8 works on mod_cgi, but ISO-8859-1 seems necessary to mod_perl"
482325,trivial,Can not change case of login name
482365,normal,"With custom field (modified Sortkey), flags display incorrect default with 'usemenuforusers' on."
482371,minor,'change several at once' with >500 bugs results in perl error
482490,minor,After the updation of the bugzilla from V3.0.1 to V3.2.2
482556,normal,Request password reset is harder to access
482719,normal,Error reading ./data/params: Cannot allocate memory at Bugzilla/Config.pm line 319.
482838,normal,Would like something similar to IRC /ignore for bugzilla - basically tghe abilty to specify bugzilla logins whose actions will under no circumstances result in an email to me regardless of other email settings
483085,normal,012throwables.t does not examine all .pm files
483150,normal,Fix Bugzilla CSS for IE8
483165,minor,crash if I close the mail window while checking for new POP mail
483275,minor,milestone url in products table has NULL default on MySQL
483369,normal,TimeDate v2.21 called for in checksetup.pl can only find 1.16
